J,KT,KQ,KP,eta,T,Q,P_mech
2.591525423728814,-0.9631260352515596,0.19854062261551808,1.2474675228961103,-2.0008261223626387,-47771.59012364451,33482.268215929864,5017450.802573232
2.674576271186441,-1.0129756863608739,0.20124180872858832,1.2644395757937108,-2.1426731540959,-50244.16070468882,33937.80137960945,5085714.255424238
2.757627118644068,-1.0644548738720332,0.20414649519344025,1.2826902591116318,-2.2884477416982603,-52797.557202831464,34427.65322966481,5159120.499659294
2.8406779661016954,-1.1177878688306377,0.20728834048074027,1.3024310552582268,-2.437960425577704,-55442.90358739202,34957.49999460646,5238520.140652928
2.9237288135593222,-1.171788393857658,0.21024233281193447,1.3209915364711073,-2.5934999550929883,-58121.35983676402,35455.66687973999,5313172.425901613
3.0067796610169495,-1.2268556970846223,0.21310057150048542,1.3389503798034228,-2.7550571049080963,-60852.72888161169,35937.685688457736,5385404.857798374
3.0898305084745767,-1.2839320942599535,0.21602775185004403,1.3573423963672342,-2.922720579767949,-63683.75011019067,36431.330950012685,5459379.559804882
3.172881355932204,-1.3415610679065293,0.21883955029330898,1.375009447032707,-3.0956980763957422,-66542.17944085607,36905.5179874375,5530438.369684584
3.255932203389831,-1.4002214724888824,0.22162654051794553,1.3925206230633966,-3.273938000375973,-69451.76832292111,37375.52131968837,5600870.234736434
3.338983050847458,-1.4617184324941341,0.2246630203981865,1.4115993888324732,-3.4575341345578168,-72502.0519407383,37887.599061981884,5677607.117150753
3.4220338983050853,-1.5240561645344302,0.22768770116337378,1.4306040185752065,-3.645573331432301,-75594.0383218237,38397.68697907119,5754045.8163594585
3.505084745762712,-1.5891871576030352,0.231050701256466,1.4517343713481672,-3.8369523889577324,-78824.5720124706,38964.829711091166,5839034.406068961
3.5881355932203394,-1.6558479410004867,0.23460202355847584,1.4740479874572145,-4.0306740246045845,-82130.9841591969,39563.73145860595,5928782.210320194
3.6711864406779666,-1.7212843478783793,0.2373744368648982,1.4914675740095567,-4.23687103132544,-85376.66654563372,40031.27651164433,5998845.692473726
3.754237288135594,-1.789542930807972,0.24049969551254513,1.5111041532255878,-4.445999824180075,-88762.33044296737,40558.326074127624,6077826.161575264
3.8372881355932207,-1.8604345732544028,0.24403670527139681,1.5333278409737556,-4.655901578401424,-92278.59556527641,41154.81412714221,6167212.2641242985
3.920338983050848,-1.9292530755178436,0.24667112179811612,1.5498803681874294,-4.879941829941742,-95692.03177478924,41599.087140785916,6233788.338794404
4.003389830508475,-2.001804094901228,0.24990519197243885,1.5702006303891216,-5.1038077562176225,-99290.60292143088,42144.48688608393,6315518.655633178
4.0864406779661016,-2.075131719549709,0.25307782383641314,1.5901348643019346,-5.332819788608517,-102927.69412365629,42679.52555787104,6395696.324477272
4.169491525423729,-2.1506545699622737,0.25626967635871645,1.6101898651727549,-5.568992947679151,-106673.66975179517,43217.80563803585,6476359.731233781
4.252542372881356,-2.2272852766199556,0.25948267193390534,1.6303777117628149,-5.809466694119683,-110474.59566942946,43759.651322852704,6557557.45800134
4.335593220338983,-2.3048487662555877,0.2625484176195041,1.6496403600101182,-6.0576153003574085,-114321.78814457127,44276.6645062244,6635033.935852833
4.418644067796611,-2.383997728580264,0.26572685085919245,1.6696110450415793,-6.309276314573879,-118247.62095200714,44812.68153304596,6715358.215082494
4.501694915254237,-2.464137465275749,0.2687515793630084,1.688615974734963,-6.569163897469569,-122222.59672247685,45322.77750086841,6791798.120725519
4.584745762711864,-2.548993699416818,0.2724989172156501,1.7121611928717193,-6.8255770024663125,-126431.51340466827,45954.73568365719,6886499.5630226005
4.667796610169492,-2.632281503415187,0.27558807666296403,1.731570954122617,-7.095842448384702,-130562.63507439793,46475.697408336775,6964567.745463116
4.750847457627119,-2.716136737391301,0.2786591278028213,1.7508669375221655,-7.370035401813462,-134721.9015884455,46993.60531360543,7042178.300942536
4.8338983050847455,-2.804110768406117,0.2821194189990893,1.7726085883251195,-7.646801657141745,-139085.4627396783,47577.1554023096,7129625.598181419
4.916949152542373,-2.8897581865041584,0.28478604166506755,1.7893634726797858,-7.9406975067534145,-143333.62258872588,48026.859720533,7197015.575402769
5.0,-2.979949289599883,0.2883155624507429,1.8115401058217262,-8.224905648026377,-147807.15175540754,48622.08481886734,7286212.419179574
