J,KT,KQ,KP,eta,T,Q,P_mech
0.1,0.13941319548304854,0.009010138530131611,0.05661237002817562,0.24625924583913988,6914.972484057287,1519.4868987228165,227701.14349269378
0.18305084745762712,0.12496785233340459,0.008180595870680487,0.05140019977863363,0.4450463494910061,6198.475383073048,1379.5912468688095,206737.22473591613
0.26610169491525426,0.10570347800827526,0.007451173018479015,0.046817100830960315,0.6008034277474587,5242.95164000637,1256.579989734123,188303.49955172063
0.3491525423728814,0.0824204462290555,0.006462895632942617,0.04060757088274017,0.7086685492092213,4088.1002391695506,1089.9150117646157,163328.0910136545
0.43220338983050854,0.05608935856315286,0.005165249305155788,0.03245421854207441,0.7469602410233854,2782.0635612630012,871.0774669639521,130534.4162329583
0.5152542372881357,0.02706594257022954,0.003609019657863242,0.02267613928760862,0.6150007026605633,1342.4858922408757,608.6319393444659,91205.91212164937
0.5983050847457627,-0.005460244155278419,0.0018028494036579823,0.011327636884121313,-0.2884001204731258,-270.83116457635373,304.03595239600963,45560.9943604327
0.6813559322033899,-0.040747566222530424,0.0001994046078137371,0.0012528961019991807,-22.159535754218297,-2021.1020789302593,33.62797232303031,5039.285141405795
0.764406779661017,-0.07162545049585362,0.0009558390884642489,0.006005714116666497,-9.11648121967132,-3552.662412054517,161.19452185463462,24155.638973859863
0.8474576271186441,-0.10359603548834267,0.012610149267009187,0.07923190459581356,-1.1080542726028138,-5138.421312108979,2126.5995564975738,318679.3852402183
0.9305084745762713,-0.15368449030886505,0.04482909052923316,0.2816694829475013,-0.5077039910283343,-7622.836690816609,7560.06309037669,1132905.4643397115
1.0135593220338985,-0.2066763366436921,0.08408072856652661,0.5282947983461549,-0.3965186261625341,-10251.261912798387,14179.53398437263,2124859.45429934
1.0966101694915256,-0.2573653366268406,0.12039914135288265,0.7564901159454704,-0.3730775055360365,-12765.464667518772,20304.340193147884,3042685.9775694706
1.1796610169491528,-0.2994942016208203,0.14323711427893898,0.8999853318802328,-0.39256376958531114,-14855.079938214982,24155.779384507587,3619839.4289761996
1.2627118644067798,-0.3317151648255876,0.14975207345569075,0.9409200276564742,-0.4451607595941663,-16453.257737660657,25254.474491323406,3784483.2520865337
1.345762711864407,-0.3623447569530329,0.15364533721277476,0.9653821252919593,-0.5051161089185173,-17972.50264145411,25911.04189618384,3882872.4839992356
1.4288135593220341,-0.39415010262078193,0.15708735008491714,0.9870089299973274,-0.5705794485914828,-19550.065578566166,26491.509493542664,3969857.8576738336
1.5118644067796612,-0.42697652303971534,0.16039924502831732,1.0078181796446217,-0.6405228847349326,-21178.27439452879,27050.03375591817,4053554.9354954413
1.5949152542372884,-0.4603542588696857,0.16338209777955098,1.0265599962246532,-0.7152295360471894,-22833.828763286103,27553.067717178772,4128936.571421999
1.6779661016949154,-0.49470644310130685,0.16629212980819746,1.0448442667104667,-0.7944730791580098,-24537.716317874223,28043.821053279535,4202477.9069194775
1.7610169491525427,-0.5302748745940387,0.16926569148560824,1.0635277057519665,-0.8780429854524403,-26301.930416985255,28545.28815017931,4277624.742001778
1.8440677966101697,-0.5677301961600046,0.17259900296453823,1.0844715194606325,-0.9653854002754602,-28159.73531925984,29107.424137840146,4361863.051194412
1.927118644067797,-0.6055982763993694,0.1756680733553685,1.103755057446997,-1.057353913253159,-30038.01328263326,29624.998005825568,4439423.549860952
2.010169491525424,-0.6451060318278671,0.17893657157046355,1.1242916374086251,-1.1534128875745555,-31997.620052626167,30176.203761400484,4522023.92038712
2.093220338983051,-0.6852462796880547,0.18199426812117578,1.1435037114498738,-1.2543653645311155,-33988.59880104878,30691.859523355713,4599296.983250968
2.1762711864406783,-0.7264353913661283,0.18499443903633173,1.1623543412630093,-1.3601019542139285,-36031.601781575635,31197.81405271877,4675116.277901097
2.2593220338983055,-0.7691347693353867,0.18806474571881573,1.181645647098928,-1.4705958048108876,-38149.514814992086,31715.59641128007,4752708.019708052
2.3423728813559324,-0.8134288339951287,0.19127941455467312,1.2018440070958352,-1.5853585244122559,-40346.52520032833,32257.72427795855,4833948.032547718
2.4254237288135596,-0.8594677786053767,0.19475145900624213,1.223659505779808,-1.7035568591866677,-42630.082607299984,32843.256457991,4921692.354040206
2.508474576271187,-0.9064275203437486,0.19819424901355231,1.2452911933694442,-1.8258784789625242,-44959.31206692285,33423.85511290261,5008697.367209332
2.591525423728814,-0.9542459454224335,0.20144502117828733,1.2657163972718954,-1.9537967852692253,-47331.1327005749,33972.07151363041,5090849.771045188
2.674576271186441,-1.003652171957042,0.20492023114083802,1.2875517854479581,-2.084843742970008,-49781.70917466095,34558.13753145552,5178674.090250016
2.757627118644068,-1.0540209152552276,0.20828756099987994,1.3087093429427175,-2.220964246339211,-52280.027018654764,35126.010443440326,5263772.100325754
2.8406779661016954,-1.1061870140373549,0.2117343527847829,1.330366174442527,-2.3619971234464754,-54867.49470009735,35707.28396573643,5350878.245051385
2.9237288135593222,-1.1597194885909614,0.21532649208912746,1.352936251340927,-2.506182594397236,-57522.7353841594,36313.06917015761,5441657.562644447
3.0067796610169495,-1.2144232852057613,0.21884423497337174,1.3750388817456463,-2.6555636224529118,-60236.074297697196,36906.3080207934,5530556.759319064
3.0898305084745767,-1.2697927549071277,0.22225272612720373,1.396455063283055,-2.8095743978528294,-62982.430968707915,37481.1224518191,5616694.983577969
3.172881355932204,-1.3267911866085043,0.22571124266098333,1.4181855635527367,-2.968406340746639,-65809.58506616465,38064.37325806587,5704097.432152585
3.255932203389831,-1.3855797402439984,0.22921830075029692,1.4402210594109373,-3.1324036453613124,-68725.5302129524,38655.81020456241,5792726.606339138
