J,KT,KQ,KP,eta,T,Q,P_mech
0.1,0.07738371226761268,0.10378199162713257,0.6520814849414343,0.011867184401741261,3838.2754171201277,17501.99245809881,2622743.0453394013
0.18305084745762712,0.07950051072021647,0.11292651517637924,0.7095382209472185,0.020510009793725182,3943.269804511743,19044.14230204129,2853840.3211355503
0.26610169491525426,0.07988945791099276,0.12158670773355705,0.7639518155798243,0.027827304971899433,3962.5618027523005,20504.613646298894,3072697.7495248895
0.3491525423728814,0.07837035935614999,0.12992789155235612,0.8163610191945867,0.03351851640695971,3887.213664644483,21911.286750171672,3283493.298036346
0.43220338983050854,0.07500498774430911,0.1380126896229889,0.8671593036435005,0.03738345402174608,3720.289350099689,23274.72247383602,3487809.5534894927
0.5152542372881357,0.0695476271035969,0.1459540831520754,0.9170565507839877,0.039075790394636566,3449.6012094588646,24613.97418286305,3688501.7383489474
0.5983050847457627,0.0622767026020467,0.15374105683045958,0.9659835493874054,0.038572569741620925,3088.9592868082145,25927.184234565924,3885291.4774840334
0.6813559322033899,0.06489734301332292,0.1590532793820277,0.9993612280718863,0.04424645303848538,3218.944517200463,26823.04754934337,4019540.151401156
0.764406779661017,0.0972592370968709,0.14930996695118098,0.93814219056313,0.07924770996268661,4824.112567070753,25179.916809530147,3773310.487507412
0.8474576271186441,0.13485872362428947,0.13473166515369248,0.8465440189055204,0.13500426601164675,6689.068132079632,22721.404266928042,3404892.6237455285
0.9305084745762713,0.17018096943965869,0.11990956688043172,0.7534140288133966,0.21018301786152263,8441.071283876585,20221.77742295844,3030313.618717372
1.0135593220338985,0.20093244647766556,0.10700661084300228,0.6723423650198357,0.3029066214212263,9966.361747416624,18045.798375787883,2704234.520784155
1.0966101694915256,0.22497336418508,0.09588691380718077,0.6024752479840736,0.40949081286838357,11158.804714255226,16170.551518351283,2423221.3352619237
1.1796610169491528,0.24232235849908657,0.08684648312302368,0.5456725467388023,0.5238640674979417,12019.324537301738,14645.95609315888,2194754.6587990774
1.2627118644067798,0.25291919649494765,0.08063635739061456,0.5066531759811914,0.6303406063367021,12544.933629794723,13598.668678180671,2037814.4823773608
1.345762711864407,0.25535081728485065,0.07501237745668722,0.47131666789246635,0.7291098146023072,12665.5433812288,12650.23000548939,1895687.1823749586
1.4288135593220341,0.25035120602289107,0.07038413611058385,0.4422365698685486,0.8088548576262157,12417.559865840278,11869.714582112365,1778723.8478664372
1.5118644067796612,0.240298510638681,0.06710176391459588,0.4216128171140222,0.8616881425085661,11918.940551279953,11316.16909201179,1695772.8588338448
1.5949152542372884,0.2251580522469585,0.06393360173044024,0.4017066670277735,0.8939558180601523,11167.965345439374,10781.88419553049,1615708.1462114952
1.6779661016949154,0.20601099958615868,0.060115206097820624,0.3777149796918992,0.9151860330342976,10218.260822553479,10137.942693576559,1519210.9559688168
1.7610169491525427,0.18474026472476193,0.05576071110253699,0.35035488071734605,0.9285748687305964,9163.220474524722,9403.592375458764,1409165.6457392955
1.8440677966101697,0.1617826982451509,0.05076615255228039,0.3189731438185256,0.9353084097020968,8024.5123346146165,8561.300522049483,1282944.8679641923
1.927118644067797,0.1344686021264043,0.044440193061003525,0.27922596808912153,0.9280546217564501,6669.717887549565,7494.478681663634,1123077.3803517502
2.010169491525424,0.1031969390938758,0.036726698653213805,0.23076065335908527,0.898954546911059,5118.625907687878,6193.660313909084,928144.5842460544
2.093220338983051,0.06947503819621006,0.02819285291867496,0.17714091922609362,0.8209653852948353,3446.0007590460573,4754.496338129018,712480.1496042977
2.1762711864406783,0.03710495143008167,0.020170579370216293,0.12673548793624267,0.6371572634193117,1840.4263475367707,3401.6048688037968,509743.99252009066
