J,KT,KQ,KP,eta,T,Q,P_mech
0.1,0.10430249990754606,0.1023138844950601,0.6428570957798309,0.016224834507118535,5173.46234249947,17254.408079052304,2585641.5433342154
0.18305084745762712,0.117248907520262,0.10130797835787567,0.6365368011182719,0.033717629282956504,5815.611402343707,17084.77015487554,2560220.627005655
0.26610169491525426,0.1341323282878031,0.09555754348837607,0.6004057532363388,0.059447864561457446,6653.0385170425,16115.005881336023,2414897.6010625465
0.3491525423728814,0.15530282482614285,0.08601615104722844,0.5404554164400858,0.10033089590054885,7703.106988174055,14505.927312631156,2173770.7901820787
0.43220338983050854,0.18164214958810082,0.07441938838513695,0.46759080767078365,0.16789541517965725,9009.5522306528,12550.227200616502,1880701.3650959989
0.5152542372881357,0.20863408345360177,0.06316464006036021,0.3968751383605424,0.27086502819568536,10348.36724973848,10652.205036947169,1596275.2095264785
0.5983050847457627,0.22867045165520755,0.053962234075324626,0.3390547162846653,0.40351803819638715,11342.182320933738,9100.293788942667,1363715.1485829977
0.6813559322033899,0.24019525986674875,0.04753157614903673,0.2986497008867153,0.5479947400296359,11913.819255233368,8015.815405343413,1201201.7578810328
0.764406779661017,0.24168493928715204,0.04385507912005322,0.27554958877231667,0.6704622821473828,11987.708187815848,7395.803953793377,1108290.5806835375
0.8474576271186441,0.23517092549060495,0.042153507565942244,0.26485829938441185,0.7524679987252577,11664.609459551137,7108.847690572273,1065289.0455450926
0.9305084745762713,0.22059401420327635,0.04065586961068,0.2554483625884336,0.8035463511177782,10941.586505338186,6856.2831773363405,1027441.2506625991
1.0135593220338985,0.20224466207036973,0.038705049292005723,0.243190997025192,0.8429052270869402,10031.448374871508,6527.293128395936,978140.7858778002
1.0966101694915256,0.18321411689254982,0.03660900647103613,0.23002117156925664,0.8734607445397099,9087.522688316001,6173.812480459796,925170.3076161906
1.1796610169491528,0.16010277521786004,0.0335307708188263,0.21068004654725542,0.8964636458228599,7941.187212707751,5654.692965363282,847378.1875944888
1.2627118644067798,0.12978664453331906,0.0287447440868894,0.1806085537053808,0.9073940991803913,6437.490171833485,4847.568314416427,726427.354707271
1.345762711864407,0.09546469246446573,0.022825604026564427,0.1434174998472088,0.8957960050562224,4735.102149430601,3849.353276624127,576840.8688034053
1.4288135593220341,0.05993545912205625,0.01650496098597765,0.10370372836266706,0.8257812716077267,2972.832300503098,2783.428012594378,417107.736716953
1.5118644067796612,0.022882592430843313,0.010469808082666976,0.06578374431400322,0.5258955292344687,1134.9893851505526,1765.6483483081743,264589.41386969946
1.5949152542372884,-0.019845510679407076,0.005830764366003857,0.03663577299410173,-0.8639617817211402,-984.3484313280167,983.3111926141823,147353.08554197522
1.6779661016949154,-0.07116864151298813,0.0036845444751541475,0.02315067570993826,-5.158318895685921,-3530.004430964276,621.3685881782424,93114.54950848928
1.7610169491525427,-0.13318185812375408,0.005002626661106388,0.03143243033436853,-7.461577325731531,-6605.894665210228,843.6524749682833,126424.67231681092
1.8440677966101697,-0.20676531099515372,0.010747845570593275,0.06753070537298686,-5.646161244078611,-10255.675090403363,1812.5371190906633,271615.8823000055
1.927118644067797,-0.2853128489044078,0.020782276937278396,0.1305788971020448,-4.210724111768995,-14151.676910395943,3504.7627099427737,525202.6045076809
2.010169491525424,-0.36005279726381806,0.03484766436682795,0.218954332739179,-3.3055621203909933,-17858.820158740942,5876.776397988584,880658.2715505062
2.093220338983051,-0.436547589799804,0.053474671860586735,0.3359912725406882,-2.7196846126183845,-21653.004659908413,9018.0703697212,1351393.64282053
2.1762711864406783,-0.5180204629887144,0.07610331511530918,0.47817123136016876,-2.3576345326803083,-25694.104746211982,12834.207807168674,1923256.9862705083
2.2593220338983055,-0.6024552998260744,0.10116259430708123,0.635623326186422,-2.141426340506344,-29882.11988640869,17060.252312033652,2556546.530930352
2.3423728813559324,-0.6882523869487773,0.12684516841684235,0.7969916984834239,-2.02278609649889,-34137.703402804706,21391.41045735573,3205587.7718693013
2.4254237288135596,-0.771916367883114,0.1508975627012315,0.9481173488535881,-1.9746756850162837,-38287.4836589927,25447.651976376084,3813431.6650544307
2.508474576271187,-0.8512464286853118,0.1716325997157887,1.078399428767279,-1.9800919469510936,-42222.299052220595,28944.4480559023,4337440.438370043
2.591525423728814,-0.9238749974437918,0.18723087592825535,1.1764062886827782,-2.0352199467616034,-45824.7166912483,31574.97102380573,4731634.747171827
2.674576271186441,-0.9868566742008746,0.19608362414668667,1.232029746216986,-2.142337432991468,-48948.64309051065,33067.91532101196,4955358.37646438
2.757627118644068,-1.04356559160052,0.2005140190012919,1.2598667380724455,-2.2841818809220404,-51761.43711664648,33815.06553576491,5067321.8020148445
2.8406779661016954,-1.1006073437176982,0.20452296567950015,1.2850556929382302,-2.432945939860416,-54590.73993096053,34491.14192846903,5168634.533198337
2.9237288135593222,-1.1576529660235906,0.2080007124754968,1.3069070205089273,-2.589827187206898,-57420.2347087998,35077.63576271144,5256522.962391548
